duration,zero_crossing_rate,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,tempo,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,rms_mean,rms_std,title,category
124.4,0.04682943437383352,948.4376795047671,287.5388367471242,1774.5722481277996,1210.1030906723288,[103.359375],-192.19495,82.610954,166.27228,36.17648,-15.375764,23.283695,30.276983,18.849098,-6.048428,17.97301,3.6923413,11.479076,11.639371,12.686875,0.8492167,8.855263,-8.153978,8.398514,-11.239809,10.138713,-13.786269,10.319359,-12.988825,9.008787,-6.6849875,9.340307,0.2737759,0.2971663,0.15376122,0.0792782,Sugar Babe.mp3,blues
176.85333333333332,0.0683971964438099,1621.2916054268117,672.2792786863829,3175.504320106341,1979.561567970912,[184.5703125],-139.75978,99.705505,123.847755,38.16549,-2.5843985,19.713757,11.031795,15.449936,-9.384938,12.625817,5.987589,13.769085,2.361227,11.741923,-0.33248684,8.361393,-5.264987,9.059577,4.8954735,8.527837,-4.8333282,9.520792,0.48620456,8.12513,-11.055784,8.695972,0.3288877,0.30465668,0.1440319,0.082156636,Catfish Blues.mp3,blues
278.62666666666667,0.05965568033854167,1612.9555544163752,410.9340158850387,3476.9690002441407,2129.0830604917587,[112.34714674],-134.4802,71.47056,126.59042,22.813383,1.6735992,20.01902,22.121313,11.220075,1.909234,8.790604,5.429937,9.1415,0.8876128,7.660692,2.4161983,8.314566,-4.835308,6.879925,1.3538578,6.902954,-2.4496636,6.858055,1.8594619,6.5155797,0.52086025,6.4715724,0.37741166,0.28843343,0.11580351,0.035107873,Before You Accuse Me (Take A Look At Yourself) (Version 1).mp3,blues
189.13333333333333,0.11119085958599313,2332.0536092990255,518.5216433893838,4800.62488731049,2389.4128362637034,[161.49902344],-97.307335,76.83248,89.51874,23.256826,-14.67135,25.491634,19.038094,14.194137,0.91638565,12.55507,1.8991913,8.706518,-7.238336,9.991122,-1.6856458,8.025577,-6.760173,9.073245,3.3624368,8.088826,-2.8637235,8.2989235,3.5680244,7.548171,-0.90187055,7.9106536,0.3575616,0.30021098,0.12463426,0.064086035,"Every Day I Have The Blues (Live At The Regal Theater, Chicago, 1964).mp3",blues
254.26666666666668,0.08165207515295407,2007.4340322936396,384.9517311733374,4309.739550041092,2235.627429160311,[99.38401442],-78.99712,75.52798,96.04067,20.524,-14.405039,30.009571,31.191544,23.126608,-0.90524554,14.558174,13.801059,13.034572,-1.268867,8.991709,11.8810625,9.263529,0.32523412,7.981453,8.453321,8.116462,0.5865533,7.454331,8.349672,7.325221,-0.3029923,7.0068283,0.40280318,0.2979078,0.18849427,0.07265543,"Everyday I Have The Blues (Live at the Nokia Theatre, Los Angeles, CA - December 2007).mp3",blues
374.26666666666665,0.06950926992214157,1943.0730965582034,591.1331345407268,4262.649115259457,2436.23226630716,[161.49902344],-126.70303,58.616985,104.2563,23.537062,8.323221,23.720392,24.557957,12.665962,14.7973585,11.919352,4.486507,9.060674,-0.14204697,8.547147,-1.7755473,8.183028,-5.1103177,7.9528117,0.45469582,8.073278,-3.3318915,7.7792315,0.19983356,7.4466424,-5.071225,7.2442255,0.36951205,0.29388636,0.12677765,0.039826177,Woman You Must Be Crazy.mp3,blues
178.50344671201813,0.0713299643112643,1276.715204749028,467.5202826277469,2338.7584991931417,1369.5322288742022,[215.33203125],-210.8964,96.847,151.65683,42.981567,-28.645329,32.766987,29.232218,20.086737,-16.643467,17.621334,13.491512,15.132325,-7.121131,11.319629,2.670814,9.603256,-7.2385426,10.080562,-7.0053077,8.119038,-2.0430746,7.3104987,-2.3073227,7.6706924,-7.526256,8.474024,0.31394404,0.30398405,0.09826489,0.04431399,Arthur Crudup - That's All Right (Official Audio).mp3,blues
168.0,0.05720002958298784,1283.477656904389,619.564615833153,2475.8913258414955,1437.2929828793058,[89.10290948],-157.52795,99.00041,133.87134,38.27574,-26.264511,35.67254,46.030884,18.352503,2.8541756,16.337864,-2.8479202,14.436252,9.615438,11.727343,4.508619,10.035232,7.5380692,9.433095,5.0179863,9.495335,7.5965486,9.893566,8.909113,10.6007595,3.1991026,9.606654,0.3442509,0.31708804,0.24473053,0.12665997,Little Geneva.mp3,blues
162.16,0.1037863330469645,2074.321457651684,761.6012802821391,4105.022752899485,2114.3204899138686,[67.99958882],-59.27523,75.46113,101.250916,36.97155,-5.9657307,21.367542,28.55819,14.184408,-14.254069,16.53579,10.104347,12.694133,-11.2295265,10.48697,0.7502243,12.353337,-3.3396523,10.375387,-5.4651985,9.26412,-9.317138,7.6089525,1.963931,9.214297,-5.7442865,8.262574,0.3045702,0.29645437,0.2343089,0.08509765,Texas Flood.mp3,blues
191.97333333333333,0.04627864488842525,1285.3009819520803,507.6704275307918,2696.9347240962898,1688.961042483141,[143.5546875],-229.0072,92.85279,133.30424,32.665874,-10.806416,17.298815,42.362553,13.245644,8.5009,10.523263,15.929429,8.912234,2.504105,8.64838,3.7527642,7.3369393,-2.9330626,7.154093,2.007909,7.541855,-1.8779876,7.573219,5.318293,7.273522,1.6460617,7.0723743,0.42140415,0.30066976,0.07536227,0.03900036,Hey Baby.mp3,blues
